DRE;CODESC;TIPOESC;NOMES;DESLOC;CEU;DIRETORIA;SUBPREF;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;FAX;SITUACAO;DISTRITO;CDIST;SETOR;CODINEP;CD_CIE;EH;FX_ETARIA;DT_CRIACAO;ATO_CRIACAO;DOM_CRIACAO;DT_INI_CONV;DT_AUTORIZA;DT_EXTINCAO;FX_ETARIA;NOME_ANT;LATITUDE;LONGITUDE;DATABASE
PJ;306416;CR.P.CONV;MMDC;MMDC;;PIRITUBA;LAPA;RUA MINISTRO GODOI;81;PERDIZES;5015000;38743800;;;Ativa;BARRA FUNDA;6;605;35180166;35180166;;;;;;37457;23/12/2011;;ZERO A 3 ANOS ;;-23530511;-46667439;25/12/2023
PJ;306417;CR.P.CONV;NOSSA SENHORA DE FATIMA, CRECHE;NOSSA SENHORA DE FATIMA, CRECHE;;PIRITUBA;LAPA;RUA PETRÓPOLIS;65;SUMARÉ;1254030;38657585;;;Ativa;PERDIZES;60;6001;35184559;35184559;;;;;;37438;;;1A A 3A;;-23550358;-46678033;25/12/2023
IP;306419;CR.P.CONV;ESPACO DA CRIANCA EMILIE DE VILLENEUVE;ESPACO DA CRIANCA EMILIE DE VILLENEUVE;;IPIRANGA;SE;RUA SILVEIRA MARTINS;179;SÉ;1019000;31010436;;;Ativa;SE;78;7801;35180245;35180245;;;;;;37457;31/07/2015;;ZERO A 3 A;PADRE PEPPINO E TIA RENILDA;-23552302;-46630524;25/12/2023
PJ;306421;CR.P.CONV;SANTA MARINA;SANTA MARINA;;PIRITUBA;LAPA;RUA DOUTOR MOACIR TRANCOSO;120;AGUA BRANCA;5037120;36110977;36110977;;Ativa;BARRA FUNDA;6;601;35180464;35180464;;;;;;37457;;;0 MESES A 3 ANOS;;-23518697;-46687566;25/12/2023
PJ;306422;CR.P.CONV;NOSSA SENHORA DO ROSARIO;NOSSA SENHORA DO ROSARIO;;PIRITUBA;LAPA;RUA GUIARA;72;VILA POMPÉIA;5025020;38656464;;;Ativa;PERDIZES;60;6001;35180178;35180178;;;;;;37457;;;ZERO A 3A;;-23534636;-46688932;25/12/2023
PJ;306425;CR.P.CONV;FILHOS DO REI;FILHOS DO REI;;PIRITUBA;LAPA;RUA JOÃO RAMALHO;1282;PERDIZES;5008002;23623042;23623071;;Ativa;PERDIZES;60;6002;35180142;35180142;;;;;;37457;21/04/2012;;0A A 3A;SAO JOSE;-23532794;-46677380;25/12/2023
PE;306426;CR.P.CONV;SAO VITO;SAO VITO;;PENHA;MOOCA;RUA POLIGNANO A MARE;255;BRAS;3005040;32278234;;;Ativa;BRAS;10;1003;35180063;35180063;;;;;;37457;16/03/2012;;01 A 03 ANOS;;-23542392;-46624290;25/12/2023
SM;306429;CR.P.CONV;DIVINEIA;DIVINEIA;;SAO MATEUS;SAO MATEUS;VIELA NOSSA SENHORA APARECIDA;13;SAO MATEUS;3961040;20152376;;;Ativa;SAO MATEUS;73;7307;35182023;35182023;;;;;;37457;;;1 A 3 A;;-23602295;-46483332;25/12/2023
SM;306431;CR.P.CONV;NOSSA SENHORA DA PROVIDENCIA;NOSSA SENHORA DA PROVIDENCIA;;SAO MATEUS;SAO MATEUS;AVENIDA DOS SERTANISTAS;433;JARDIM STO ANDRE;8390240;27515050;;;Ativa;SAO RAFAEL;75;7505;35182059;35182059;;;;;;37457;;;1 A 3 A;NS SRA DA PROVIDENCIA;-23626008;-46446645;25/12/2023
SM;306432;CR.P.CONV;PAROQUIA SAO MATEUS APOSTOLO;PAROQUIA SAO MATEUS APOSTOLO;;SAO MATEUS;SAO MATEUS;RUA ANGELO DE CANDIA;1220;CIDADE SAO MATEUS;3958000;983461066;;20199046;Ativa;SAO MATEUS;73;7301;35182151;35182151;;;;;;37457;20/12/2012;;ZERO A 3A;;-23600014;-46482067;25/12/2023
SM;306435;CR.P.CONV;ELIEL ROSA;ELIEL ROSA;;SAO MATEUS;SAO MATEUS;RUA DOM MATEUS DE ABREU PEREIRA;579;JARDIM SANTO ANDRÉ;8390040;27515545;;;Ativa;SAO RAFAEL;75;7505;35182114;35182114;;;;;;37457;26/10/2011;;ZERO A 3 A ;SANTA RITA DE CASSIA;-23632649;-46441131;25/12/2023
SM;306437;CR.P.CONV;TABOR;TABOR;;SAO MATEUS;SAO MATEUS;ESTRADA DA COLONIA;120;JARDIM SAO GONCALO;8370190;27352125;;27352125;Ativa;IGUATEMI;33;3306;35182148;35182148;;;;;;37457;;;ZERO A 3 A ;;-23597262;-46459051;25/12/2023
JT;306438;CR.P.CONV;AMAS TUCURUVI;AMAS TUCURUVI;;JACANA/TREMEMBE;JACANA/TREMEMBE;RUA CARDEAL ENRICO DANTE;104;VILA NOVA MAZZEI;2317120;22418810;;;Ativa;TREMEMBE;81;8105;35183258;35183258;;;;;;37457;;;2A A 3A;;-23457289;-46590896;25/12/2023
JT;306439;CR.P.CONV;AMAS AGUA FRIA;AMAS AGUA FRIA;;JACANA/TREMEMBE;SANTANA/TUCURUVI;AVENIDA ÁGUA FRIA;308;ÁGUA FRIA;2332000;29594114;;;Ativa;SANTANA;70;7005;35180208;35180208;;;;;;37457;05/12/2013;;2 A 3 A ;;-23486075;-46622927;25/12/2023
JT;306441;CR.P.CONV;LAUZANE PAULISTA, CENTRO SOCIAL;LAUZANE PAULISTA, CENTRO SOCIAL;;JACANA/TREMEMBE;SANTANA/TUCURUVI;RUA RAMAL DOS MENEZES;136;VILA ROMERO;2469000;22364223;;;Ativa;MANDAQUI;51;5103;35183234;35183234;;;;;;37457;06/07/2012;;2A 3A;;-23485586;-46642107;25/12/2023
JT;306442;CR.P.CONV;GUANELLA, DOM;GUANELLA, DOM;;JACANA/TREMEMBE;SANTANA/TUCURUVI;AVENIDA SANTA INES;2229;JARDIM PERI;2631000;34734643;;;Ativa;MANDAQUI;51;5101;35183210;35183210;;;;;;37438;25/10/2011;;01 A 03 A;;-23464939;-46634731;25/12/2023
JT;306444;CR.P.CONV;JOAO PAULO II;JOAO PAULO II;;JACANA/TREMEMBE;SANTANA/TUCURUVI;AVENIDA CORONEL MANUEL PY;361;LAUZANE PAULISTA;2442090;22315938;;;Ativa;MANDAQUI;51;5102;35183222;35183222;;;;;;37457;23/05/2012;;1A A 3A;;-23471333;-46645195;25/12/2023
JT;306445;CR.P.CONV;LAR BIBI MONTEIRO;LAR BIBI MONTEIRO;;JACANA/TREMEMBE;JACANA/TREMEMBE;AVENIDA NOVA CANTAREIRA;5582;TUCURUVI;2340002;22031992;;;Ativa;TREMEMBE;81;8106;35183246;35183246;;;;;;37457;05/10/2011;;ZERO A 3A;;-23453221;-46615065;25/12/2023
JT;306446;CR.P.CONV;LAR PARAISO DAS CRIANCAS;LAR PARAISO DAS CRIANCAS;;JACANA/TREMEMBE;JACANA/TREMEMBE;RUA DOS FILHOS DA TERRA;944;JARDIM FILHOS DA TERRA;2325001;22436998;;;Ativa;TREMEMBE;81;8105;35183283;35183283;;;;;;37457;;;02 A 3A ;;-23449896;-46583364;25/12/2023
JT;306447;CR.P.CONV;AUGUSTA CORDEIRO DA ROCHA;AUGUSTA CORDEIRO DA ROCHA;;JACANA/TREMEMBE;SANTANA/TUCURUVI;RUA DOUTOR MARREI JÚNIOR;203;VILA DOM PEDRO II;2244020;37969682;37969683;;Ativa;TUCURUVI;82;8205;35183295;35183295;;;;;;37457;;;0A A 3A;MAE WANDA;-23488699;-46605613;25/12/2023
JT;306449;CR.P.CONV;RAIO DE SOL - AMELIA DINIZ ANTAS;RAIO DE SOL - AMELIA DINIZ ANTAS;;JACANA/TREMEMBE;JACANA/TREMEMBE;RUA MATIAS GUIMARÃES;63;JARDIM JACANA;2318080;22621026;;;Ativa;TREMEMBE;81;8105;35183261;35183261;;;;;;37457;;;DE 02 A 03 ANOS;RAIO DE SOL;-23450717;-46589049;25/12/2023
JT;306450;CR.P.CONV;SANTA HELENA;SANTA HELENA;;JACANA/TREMEMBE;SANTANA/TUCURUVI;RUA PROFESSOR DORIVAL DIAS MINHOTO;115;LAUZANE PAULISTA;2435090;22567997;;;Ativa;MANDAQUI;51;5103;35183209;35183209;;;;;;37457;19/11/2011;;ZERO A 4A;;-23481901;-46645138;25/12/2023
IP;306452;CR.P.CONV;ADELIA CURI;ADELIA CURI;;IPIRANGA;VILA MARIANA;RUA JOAQUIM DE ALMEIDA;411;MIRANDOPOLIS;4050011;55851261;;;Ativa;SAUDE;77;7701;35180828;35180828;;;;;;37457;06/12/2013;;1 A 3 A;;-23606106;-46646861;25/12/2023
IP;306453;CR.P.CONV;ANNA CANDIDA BRASIL NAVARRO;ANNA CANDIDA BRASIL NAVARRO;;IPIRANGA;VILA MARIANA;RUA BORGES LAGOA;1555;VILA CLEMENTINO;4038034;55716801;;;Ativa;MOEMA;32;3202;35181274;35181274;;;;;;37457;27/10/2021;;DE 0 A 3 ANOS;ANA CANDIDA BRASIL NAVARRO;-23596595;-46651968;25/12/2023
IP;306454;CR.P.CONV;JOAO PAULO II;JOAO PAULO II;;IPIRANGA;VILA MARIANA;RUA AMBROSINA DE MACEDO 194;194;VILA MARIANA;4013030;55792367;43069076;;Ativa;VILA MARIANA;90;9002;35181286;35181286;;;;;;37457;;;1A A 3A;CASA DA CRIANCA DE V MARIANA;-23582242;-46641328;25/12/2023
SA;306456;CR.P.CONV;IGUALDADE;IGUALDADE;;SANTO AMARO;JABAQUARA;RUA PROFESSOR WALDEMIRO POSTCH;90;CIDADE DOMITILA;4387260;55654344;;;Ativa;JABAQUARA;38;3805;35183568;35183568;;;;;;37457;22/03/2012;;3A A 4A;;-23662881;-46653487;25/12/2023
IP;306458;CR.P.CONV;NOSSA SENHORA MAE DA IGREJA;NOSSA SENHORA MAE DA IGREJA;;IPIRANGA;VILA MARIANA;RUA LOEFGREEN;67;VILA CLEMENTINO;4040030;55715017;;;Ativa;VILA MARIANA;90;9004;35181298;35181298;;;;;;37457;24/04/2012;;2A A 3A;NSA SRA MAE DA IGREJA;-23599612;-46625166;25/12/2023
IP;306461;CR.P.CONV;SAO JUDAS TADEU;SAO JUDAS TADEU;;IPIRANGA;VILA MARIANA;RUA MAURO;226;SAÚDE;4055040;964470443;;;Ativa;SAUDE;77;7701;35180816;35180816;;;;;;37480;08/11/2012;;2A A 3A;SAO JUDAS TADEU CRECHE;-23617415;-46640724;25/12/2023
SA;306462;CR.P.CONV;TIAOZINHO;TIAOZINHO;;SANTO AMARO;JABAQUARA;RUA JORGE RUBENS NEIVA DE CAMARGO;56;AMERICANOPOLIS;4337090;55642550;55636528;;Ativa;JABAQUARA;38;3805;35183660;35183660;;;;;;37457;11/10/2011;;2A A 3A;;-23664412;-46645469;25/12/2023
IP;306465;CR.P.CONV;CAMPO BELO;CAMPO BELO;;IPIRANGA;VILA PRUDENTE;RUA ARTUR TIMOTEO DA COSTA;218;VILA EMA;3278110;23020623;;23020623;Ativa;SAO LUCAS;72;7201;35181559;35181559;;;;;;37457;11/11/2011;;DE 01 A 03 ANOS;ABC NOVO MUNDO;-23583846;-46542196;25/12/2023
SM;306467;CR.P.CONV;ASSOC UNIAO DA JUTA;ASSOC UNIAO DA JUTA;;SAO MATEUS;SAPOPEMBA;RUA AUGUSTIN LUBERTI;1051;FAZENDA DA JUTA;3977409;29623636;;;Ativa;SAPOPEMBA;76;7605;35181584;35181584;;;;;;37457;;;1 A 3 A;;-23615115;-46487224;25/12/2023
IP;306469;CR.P.CONV;HELENA DA SILVA TEIXEIRA;HELENA DA SILVA TEIXEIRA;;IPIRANGA;VILA PRUDENTE;RUA DAS DALIAS;326;VILA BELA;3202060;23418525;;;Ativa;VILA PRUDENTE;93;9302;35181390;35181390;;;;;;37457;25/07/2015;;DE 01 A 02 ANOS;;-23600350;-46569849;25/12/2023
SM;306470;CR.P.CONV;DANIEL COMBONI I;DANIEL COMBONI I;;SAO MATEUS;SAPOPEMBA;RUA ALTO JARDIM;64;FAZENDA DA JUTA;3977690;20118654;;;Ativa;SAPOPEMBA;76;7605;35182175;35182175;;;;;;37457;;;1 A 3 ANOS;;-23621852;-46494161;25/12/2023
SM;306472;CR.P.CONV;SANTO ANTONIO;SANTO ANTONIO;;SAO MATEUS;SAPOPEMBA;RUA GENERAL PORFÍRIO DA PAZ;878;VILA BANCÁRIA;3918000;22690820;;22690820;Ativa;SAPOPEMBA;76;7602;35181389;35181389;;;;;;37457;29/05/2013;;2 A 3 ANOS;;-23592645;-46519789;25/12/2023
IP;306474;CR.P.CONV;JULIO CESAR DE AGUIAR;JULIO CESAR DE AGUIAR;;IPIRANGA;VILA PRUDENTE;RUA DA IGREJA;1541;VILA PRUDENTE;3126007;25911452;;;Ativa;VILA PRUDENTE;93;9301;35181353;35181353;;;;;;37457;24/03/2012;;DE 01 A 03 ANOS;;-23584698;-46589672;25/12/2023
IP;306475;CR.P.CONV;DIVINO AMOR, LAR DAS CRIANCAS;DIVINO AMOR, LAR DAS CRIANCAS;;IPIRANGA;VILA PRUDENTE;RUA IBITIRAMA;1990;VILA PRUDENTE;3134002;23416528;;23416528;Ativa;VILA PRUDENTE;93;9302;35181377;35181377;;;;;;37457;24/11/2011;;DE 01 A 03 ANOS;;-23596743;-46577407;25/12/2023
IP;306476;CR.P.CONV;MARY ANNE;MARY ANNE;;IPIRANGA;VILA PRUDENTE;RUA JOAQUIM PEREIRA PINTO;111;JARDIM AVELINO;3226070;23418124;35394853;;Ativa;VILA PRUDENTE;93;9302;35181316;35181316;;;;;;37457;18/11/2011;;0A A 3A;;-23592892;-46564954;25/12/2023
IP;306477;CR.P.CONV;NOSSA SENHORA DO CARMO;NOSSA SENHORA DO CARMO;;IPIRANGA;VILA PRUDENTE;RUA MARIA TAVARES;148;VILA ALPINA;3204080;29174545;35394845;;Ativa;VILA PRUDENTE;93;9302;35181328;35181328;;;;;;37457;04/04/2012;;0A A 3A;NSA SRA DO CARMO;-23595138;-46559128;25/12/2023
SM;306478;CR.P.CONV;SANTA ANGELA;SANTA ANGELA;;SAO MATEUS;SAPOPEMBA;RUA QUERIQUERI;212;JARDIM ELBA;3980100;27192833;;;Ativa;SAPOPEMBA;76;7607;35181560;35181560;;;;;;37457;;;02 A 3 ANOS ;;-23615897;-46515097;25/12/2023
SM;306479;CEI INDIR;SAO ROBERTO;SAO ROBERTO;;SAO MATEUS;SAPOPEMBA;RUA CRISTÓVÃO DE VASCONCELOS;86;JARDIM ADUTORA;3978000;27040039;;27040039;Ativa;SAPOPEMBA;76;7606;35181336;35181336;;;;;;37457;;;0A A 3A;;-23616713;-46503450;25/12/2023
IP;306480;CR.P.CONV;PAULO SILAS;PAULO SILAS;;IPIRANGA;VILA PRUDENTE;RUA PROFESSOR RUI VIANNA BRAGA;305;VILA PAULO SILAS;3264010;21155059;;;Ativa;SAO LUCAS;72;7202;35181407;35181407;;;;;;37457;24/11/2011;;1A A 3A;;-23590570;-46546525;25/12/2023
G;306483;CEI INDIR;PEQUENINOS BRILHANTES;PEQUENINOS BRILHANTES;;GUAIANASES;CIDADE TIRADENTES;RUA FRANCISCO JOSE VIANA;764;CIDADE TIRADENTES;8471533;25581731;;;Ativa;CIDADE TIRADENTES;25;2507;35806912;35806912;;;;;;37457;29/11/2012;;0 A 3 ANOS;PASSARO AZUL;-23608839;-46398826;25/12/2023
PJ;306484;CR.P.CONV;EMMANUEL;EMMANUEL;;PIRITUBA;PIRITUBA;RUA SILVESTRE DE ALMEIDA LOPES;45;JARDIM CIDADE PIRITUBA;2943030;25482028;;;Ativa;PIRITUBA;63;6304;35813321;35813321;;;;;;37457;15/05/2019;;0A A 3A;;-23478763;-46724315;25/12/2023
SA;306487;CR.P.CONV;AME, CEI;AME, CEI;;SANTO AMARO;JABAQUARA;RUA GODOFREDO BRAGA;215;VILA FACHINI;4326120;55881152;;55882381;Ativa;JABAQUARA;38;3806;35146286;35146286;;;;;;37457;28/10/2005;;DE 3 A 4 ANOS;AME;-23655949;-46635425;25/12/2023
CS;306490;CR.P.CONV;CANTINHO DA CRIANCA;CANTINHO DA CRIANCA;;CAPELA DO SOCORRO;CAPELA DO SOCORRO;RUA FREI LUÍS DE LEON;93;JARDIM FLORESTA;4836080;59295824;;;Ativa;CIDADE DUTRA;23;2308;35806651;35806651;;;;;;37457;22/12/2011;;2 A 3 A ;;-23738895;-46712175;25/12/2023
PE;306491;CR.P.CONV;FABIANO DE CRISTO, CASA TRANSIT;FABIANO DE CRISTO, CASA TRANSIT;;PENHA;MOOCA;AVENIDA CONDESSA ELISABETH DE ROBIANO;454;CATUMBI;3074000;27972995;27972999;;Ativa;BELEM;8;803;35806997;35806997;;;;;;37457;04/01/2011;;02 A 3 ANOS;;-23530648;-46593556;25/12/2023
CS;306492;CR.P.CONV;SAN LAZZARO;SAN LAZZARO;;CAPELA DO SOCORRO;CAPELA DO SOCORRO;RUA ANTÔNIO MACHADO SANTANNA;1621;JARDIM BELA VISTA ZONA SUL;4829080;26094121;;;Ativa;CIDADE DUTRA;23;2307;35814015;35814015;;;;;;37593;;;ZERO A 3 A ;CASINHA DE SAO JOSE CRECHE;-23725491;-46710529;25/12/2023
CL;306493;CR.P.CONV;CEDRO DO LIBANO I;CEDRO DO LIBANO I;;CAMPO LIMPO;M'BOI MIRIM;RUA GUILHERME VALENTE;131;JARDIM VERGUEIRO;5818280;55147782;58911707;;Ativa;JARDIM SAO LUIS;46;4602;35806742;35806742;;;;;;37457;03/04/2012;;2A A 4A;;-23666906;-46732664;25/12/2023
CL;306494;CR.P.CONV;CEDRO DO LIBANO II;CEDRO DO LIBANO II;;CAMPO LIMPO;M'BOI MIRIM;RUA GUILHERME VALENTE;131;JARDIM VERGUEIRO;5818280;55147783;;58913060;Ativa;JARDIM SAO LUIS;46;4602;35128351;35128351;0;;;;;37457;03/04/2012;;2A A 4A;;-23666906;-46732664;25/12/2023
SM;306495;CR.P.CONV;COMUNIDADE FELIZ CRECHE;COMUNIDADE FELIZ CRECHE;;SAO MATEUS;SAPOPEMBA;RUA FRANCESCO USPER;120;CONJUNTO HABITACIONAL TEOTONIO VILELA;3928235;27193495;;;Ativa;SAPOPEMBA;76;7603;35811890;35811890;;;;;;37561;28/06/2013;;2 A 3 A ;;-23610232;-46500031;25/12/2023
PE;306497;CR.P.CONV;ANGELICA, IRMA;ANGELICA, IRMA;;PENHA;PENHA;RUA DIVIANA;18;JARDIM SANTO ANTÔNIO;3563310;27433606;;;Ativa;ARTUR ALVIM;5;502;35813734;35813734;;;;;;37457;01/12/2011;;1 A 3 ANOS ;IRMA ANGELICA;-23550956;-46492378;25/12/2023
SA;306498;CR.P.CONV;VO MARIA;VO MARIA;;SANTO AMARO;CIDADE ADEMAR;RUA FREI FRANCISCO FERREIRA;42;VILA MISSIONARIA;4430180;56156095;;;Ativa;PEDREIRA;58;5802;35807710;35807710;;;;;;37457;10/12/2011;;DE 02 A 03 ANOS;RITA CAVENAGHI, IRMA;-23688851;-46652762;25/12/2023
PE;306499;CR.P.CONV;IZABEL CRECHE;IZABEL CRECHE;;PENHA;PENHA;RUA DOUTOR PELAGIO MARQUES;621;VILA MATILDE;3512010;26538150;;;Ativa;VILA MATILDE;91;9101;35813746;35813746;;;;;;37525;30/10/2015;;0 A 3 ANOS;;-23541170;-46526614;25/12/2023
IP;306500;CR.P.CONV;LAR DO AMOR CRISTAO;LAR DO AMOR CRISTAO;;IPIRANGA;IPIRANGA;RUA DOIS DE JULHO;384;IPIRANGA;4215000;22736268;;29148184;Ativa;IPIRANGA;34;3402;35814325;35814325;;;;;;37457;26/10/2011;;2A A 4A;;-23595675;-46602155;25/12/2023
PE;306502;CR.P.CONV;SONHO DE CRIANCA;SONHO DE CRIANCA;;PENHA;MOOCA;RUA BOM JESUS;620;VILA REGENTE FEIJÓ;3344000;21579747;;;Ativa;AGUA RASA;1;102;35806961;35806961;;;;;;37457;26/03/2013;;2:00 AM;NOSSO LAR II;-23562481;-46571809;25/12/2023
CS;306504;CR.P.CONV;NUCLEO JD DOS ALAMOS;NUCLEO JD DOS ALAMOS;;CAPELA DO SOCORRO;PARELHEIROS;RUA JACOB ROSCHEL CHRISTE;S/N   ;JARDIM DOS ALAMOS;4883250;59204232;;;Ativa;PARELHEIROS;55;5505;35813989;35813989;;;;;;37457;18/04/2013;;ZERO A 3 A ;;-23805740;-46738973;25/12/2023
CS;306505;CR.P.CONV;O SEMEADOR;O SEMEADOR;;CAPELA DO SOCORRO;PARELHEIROS;RUA AMERICO COXA;550;PARELHEIROS;4890000;59202498;59204356;;Ativa;PARELHEIROS;55;5507;35806626;35806626;;;;;;37457;20/12/2011;;2 A 3 A ;;-23820164;-46727880;25/12/2023
FO;306508;CR.P.CONV;PRIMEIROS PASSOS;PRIMEIROS PASSOS;;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;AVENIDA ITABERABA;3278;ITABERABA;2739000;38596214;25481449;;Ativa;FREGUESIA DO O;29;2907;35811725;35811725;;;;;;37457;05/04/2012;;1A A 3A;;-23480220;-46678743;25/12/2023
SA;306510;CR.P.CONV;SANTA CATARINA;SANTA CATARINA;;SANTO AMARO;JABAQUARA;RUA DOUTOR DJALMA PINHEIRO FRANCO;63;VILA SANTA CATARINA;4368003;23939000;;;Ativa;JABAQUARA;38;3801;35807370;35807370;;;;;;37457;15/09/2011;;3A A 5A;;-23648767;-46662666;25/12/2023
IP;306514;CR.P.CONV;JESUS MENINO,C. ED. COMUNITARIO;JESUS MENINO,C. ED. COMUNITARIO;;IPIRANGA;VILA PRUDENTE;RUA JACITARA TIPITI;2;JARDIM GUAIRACA;3244090;27031103;;;Ativa;SAO LUCAS;72;7203;35181444;35181444;;;;;;37457;06/12/2011;;ZERO A 3 A;;-23603495;-46541949;25/12/2023
CS;306515;CR.P.CONV;NUCLEO PARQUE RESIDENCIAL COCAIA;NUCLEO PARQUE RESIDENCIAL COCAIA;;CAPELA DO SOCORRO;CAPELA DO SOCORRO;TRAVESSA PAUSANTO;1735;PARQUE RESIDENCIAL COCAIA;4849008;5931-4846;;;Ativa;GRAJAU;30;3012;35291766;35291766;;;;;;37457;;;3A A 4A;A MAO COOPERADORA -NUCL RES PQ COCAIA;-23740098;-46670091;25/12/2023
JT;306516;ESC.PART.;MALIBE, E.I.;MALIBE, E.I.;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;RUA NEWTON BRAGA;519;VILA MARIA BAIXA;2120020;29671259;;;Ativa;VILA MARIA;89;8905;35812705;35812705;;;;;;;09/09/2003;;20 MESES A 6A;LAPIS MAGICO, E. E. I.;-23510017;-46591681;25/12/2023
CL;306518;CR.P.CONV;EMILIO PATERNOSTER, PE;EMILIO PATERNOSTER, PE;;CAMPO LIMPO;M'BOI MIRIM;RUA AGATINO DE ESPARTA;2000;CHÁCARA DA ENSEADA;4963130;58391747;;;Ativa;JARDIM ANGELA;43;4307;35814295;35814295;;;;;;37457;;;ZERO A 3 A ;MAE E CRIANCA, CENT DESENV;-23749035;-46780957;25/12/2023
IP;306519;CR.P.CONV;ESTRELA DA MANHA, CEI;ESTRELA DA MANHA, CEI;;IPIRANGA;IPIRANGA;RUA EUGENIO EGAS;457;JARDIM CLIMAX;4177410;23353556;;;Ativa;SACOMA;68;6802;35181250;35181250;;;;;;37457;;;2 A 3 A;SAGRADO CORACAO DE JESUS;-23640320;-46605969;25/12/2023
SM;306520;CR.P.CONV;PERSEVERANCA VIII;PERSEVERANCA VIII;;SAO MATEUS;SAO MATEUS;RUA MARCAL DE LEMOS;226;JARDIM VERA CRUZZONA LESTE;8310600;29193439;;;Ativa;SAO RAFAEL;75;7506;35182035;35182035;;;;;;37457;05/12/2012;;ZERO A 3 A;;-23619768;-46471275;25/12/2023
IP;306521;CR.P.CONV;SAO FRANCISCO DE ASSIS;SAO FRANCISCO DE ASSIS;;IPIRANGA;SE;RUA ALMIRANTE MARQUES DE LEAO;602;BELA VISTA;1330010;32850548;;;Ativa;BELA VISTA;7;701;35180944;35180944;;;;;;37457;15/07/2014;;1A A 5A;;-23561442;-46649739;25/12/2023
FO;306522;CR.P.CONV;GIRASSOL;GIRASSOL;;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;RUA HERMAN RECHTER;8;VILA PENTEADO;2864050;39860516;;;Ativa;BRASILANDIA;11;1107;35131088;35131088;;;;;;37438;03/04/2012;;2 A 3 A;;-23471623;-46680001;25/12/2023
FO;306527;CR.P.CONV;ANANDA MARGA, LAR DE CRIANCA;ANANDA MARGA, LAR DE CRIANCA;;FREGUESIA/BRASILANDIA;CASA VERDE/CACHOEIRINHA;RUA ANTONIO LOPES DE BARROS;825;JARDIM PERI;2675000;39849857;;;Ativa;CACHOEIRINHA;13;1302;35059596;35059596;;;;;;37715;12/04/2012;;DE 01 A 03 ANOS;;-23456081;-46669336;25/12/2023
IP;306528;CR.P.CONV;LAR NOSSA SENHORA DA CONSOLACAO;LAR NOSSA SENHORA DA CONSOLACAO;;IPIRANGA;SE;RUA GRAVATAI;54;CONSOLACAO;1303040;31514134;;;Ativa;CONSOLACAO;26;2601;35128387;35128387;;;;;;37457;07/10/2015;;DE 01 A 03 ANOS;LAR ESCOLA NSA SRA CONSOLACAO II;-23548502;-46647671;25/12/2023
SA;306534;ESC.PART.;NOVA SABARA RECREACAO INFANTIL;NOVA SABARA RECREACAO INFANTIL;;SANTO AMARO;SANTO AMARO;RUA LUIS BUENO DE MIRANDA;289;JARDIM PALMARES;4457120;56123328;;;Ativa;CAMPO GRANDE;16;1604;35121496;35121496;;;;;;;13/11/2002;;ZERO A 6A E 11M;;-23690256;-46675050;25/12/2023
PJ;306536;ESC.PART.;POMPEINHA;POMPEINHA;;PIRITUBA;LAPA;RUA RAUL POMPEIA;434;VILA POMPEIA;5025010;38013769;;;Ativa;PERDIZES;60;6001;35806614;35806614;;;;;;;30/05/2003;;18 MESES A 6 ANOS E 11 MESES DE IDADE;;-23529465;-46687256;25/12/2023
IQ;306539;ESC.PART.;CASTELO PEQUENO MUNDO E. E. I.;CASTELO PEQUENO MUNDO E. E. I.;;ITAQUERA;ITAQUERA;RUA SANTA EDITH;480;JARDIM HELENA;8420400;25577235;;;Ativa;JOSE BONIFACIO;47;4702;35017048;35017048;;;;;;;11/07/2003;;ZERO A 5A;;-23540046;-46426913;25/12/2023
IP;306540;CR.P.CONV;CENTRO SOCIAL DA CRIANCA;CENTRO SOCIAL DA CRIANCA;;IPIRANGA;SE;RUA DJALMA DUTRA;30;LUZ;1103010;33150045;;;Ativa;BOM RETIRO;9;901;35059080;35059080;;;;;;37803;29/05/2012;;1A A 4A;;-23535103;-46628837;25/12/2023
CS;306544;CR.P.CONV;SAO BENTO;SAO BENTO;;CAPELA DO SOCORRO;CAPELA DO SOCORRO;RUA DA CRECHE;26;JARDIM MARILDA;4857282;985254379;961723977;;Ativa;GRAJAU;30;3015;35813977;35813977;;;;;;37803;;;1 A 3 A ;CAFRACI;-23784149;-46683109;25/12/2023
IQ;306547;ESC.PART.;EDUCARE, E.E.I.;EDUCARE, E.E.I.;;ITAQUERA;ITAQUERA;RUA DOUTOR RODRIGO PEREIRA BARRETO;200;ITAQUERA;8210540;29440673;;;Ativa;ITAQUERA;37;3703;35063101;35063101;;;;;;;;;2A A 6A;;-23530776;-46445888;25/12/2023
PE;306554;ESC.PART.;SORRISO, CENTRO DE RECREACAO INFANTIL;SORRISO, CENTRO DE RECREACAO INFANTIL;;PENHA;MOOCA;RUA RODRIGUES SANCHES;18;VILA BERTIOGA;3181120;26053456;;;Ativa;AGUA RASA;1;101;35072357;35072357;;;;;;;09/12/2003;;18M A 6A;;-23555107;-46581866;25/12/2023
